timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-07T13:45:26.635100,ts,count_all_rows,1,180.82404136657715,1
2025-11-07T13:45:26.781992,ts,count_all_rows,2,146.73733711242676,1
2025-11-07T13:45:26.927047,ts,count_all_rows,3,144.90890502929688,1
2025-11-07T13:45:27.080468,ts,count_all_rows,4,153.2883644104004,1
2025-11-07T13:45:27.233152,ts,count_all_rows,5,152.5132656097412,1
2025-11-07T13:45:27.380263,ts,count_all_rows,6,146.9707489013672,1
2025-11-07T13:45:27.533544,ts,count_all_rows,7,153.1507968902588,1
2025-11-07T13:45:27.687802,ts,count_all_rows,8,154.13641929626465,1
2025-11-07T13:45:27.835102,ts,count_all_rows,9,147.1703052520752,1
2025-11-07T13:45:27.981321,ts,count_all_rows,10,146.0714340209961,1
