timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-08T15:49:55.812632,ts,lowest_voltages,1,447.4210739135742,10
2025-11-08T15:49:57.249126,ts,lowest_voltages,2,555.4547309875488,10
2025-11-08T15:49:58.938238,ts,lowest_voltages,3,557.9962730407715,10
2025-11-08T15:50:01.340281,ts,lowest_voltages,4,508.74948501586914,10
2025-11-08T15:50:03.672354,ts,lowest_voltages,5,641.864538192749,10
2025-11-08T15:50:06.543099,ts,lowest_voltages,6,484.97509956359863,10
2025-11-08T15:50:08.224990,ts,lowest_voltages,7,452.103853225708,10
2025-11-08T15:50:10.803977,ts,lowest_voltages,8,617.2564029693604,10
2025-11-08T15:50:14.038605,ts,lowest_voltages,9,609.3990802764893,10
2025-11-08T15:50:15.513148,ts,lowest_voltages,10,464.8458957672119,10
