timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-08T15:47:09.699131,ts,rolling_temp_avg,1,31.128883361816406,5000
2025-11-08T15:47:11.855640,ts,rolling_temp_avg,2,28.868913650512695,5000
2025-11-08T15:47:12.831432,ts,rolling_temp_avg,3,23.056507110595703,5000
2025-11-08T15:47:13.873020,ts,rolling_temp_avg,4,27.07982063293457,5000
2025-11-08T15:47:14.802569,ts,rolling_temp_avg,5,25.043249130249023,5000
2025-11-08T15:47:15.778200,ts,rolling_temp_avg,6,21.35777473449707,5000
2025-11-08T15:47:16.779898,ts,rolling_temp_avg,7,26.010990142822266,5000
2025-11-08T15:47:18.888299,ts,rolling_temp_avg,8,41.93377494812012,5000
2025-11-08T15:47:20.641968,ts,rolling_temp_avg,9,26.492834091186523,5000
2025-11-08T15:47:22.212216,ts,rolling_temp_avg,10,23.076772689819336,5000
