timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-08T15:41:22.527487,pg,group_by_device,1,444.55456733703613,20
2025-11-08T15:41:24.832373,pg,group_by_device,2,515.338659286499,20
2025-11-08T15:41:26.309732,pg,group_by_device,3,432.13582038879395,20
2025-11-08T15:41:27.795022,pg,group_by_device,4,444.96750831604004,20
2025-11-08T15:41:29.151099,pg,group_by_device,5,485.16345024108887,20
2025-11-08T15:41:30.647395,pg,group_by_device,6,507.6782703399658,20
2025-11-08T15:41:32.104125,pg,group_by_device,7,447.5858211517334,20
2025-11-08T15:41:33.854268,pg,group_by_device,8,543.6842441558838,20
2025-11-08T15:41:36.540155,pg,group_by_device,9,459.74087715148926,20
2025-11-08T15:41:38.940322,pg,group_by_device,10,659.6150398254395,20
