timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-08T15:44:43.028465,ts,count_1week,1,211.80391311645508,1
2025-11-08T15:44:44.549576,ts,count_1week,2,209.72132682800293,1
2025-11-08T15:44:45.691565,ts,count_1week,3,213.2737636566162,1
2025-11-08T15:44:46.826086,ts,count_1week,4,205.77335357666016,1
2025-11-08T15:44:47.996924,ts,count_1week,5,211.89427375793457,1
2025-11-08T15:44:49.126947,ts,count_1week,6,204.03695106506348,1
2025-11-08T15:44:50.377118,ts,count_1week,7,208.74381065368652,1
2025-11-08T15:44:51.474531,ts,count_1week,8,245.50318717956543,1
2025-11-08T15:44:52.720852,ts,count_1week,9,271.5263366699219,1
2025-11-08T15:44:54.160782,ts,count_1week,10,266.8261528015137,1
