timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-08T15:48:51.768015,ts,last_point_per_device,1,3626.7998218536377,200
2025-11-08T15:48:57.590390,ts,last_point_per_device,2,3616.332769393921,200
2025-11-08T15:49:03.540648,ts,last_point_per_device,3,3329.9636840820312,200
2025-11-08T15:49:07.031201,ts,last_point_per_device,4,2464.6074771881104,200
2025-11-08T15:49:11.051368,ts,last_point_per_device,5,3010.6735229492188,200
2025-11-08T15:49:15.032245,ts,last_point_per_device,6,2970.3893661499023,200
2025-11-08T15:49:19.940522,ts,last_point_per_device,7,2733.2141399383545,200
2025-11-08T15:49:24.240439,ts,last_point_per_device,8,2488.2218837738037,200
2025-11-08T15:49:28.143677,ts,last_point_per_device,9,2809.607744216919,200
2025-11-08T15:49:32.918735,ts,last_point_per_device,10,2295.884370803833,200
