timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-07T13:45:10.028924,pg,lowest_voltages,1,434.553861618042,10
2025-11-07T13:45:10.412060,pg,lowest_voltages,2,382.9925060272217,10
2025-11-07T13:45:10.801001,pg,lowest_voltages,3,388.77391815185547,10
2025-11-07T13:45:11.184518,pg,lowest_voltages,4,383.38780403137207,10
2025-11-07T13:45:11.589005,pg,lowest_voltages,5,404.3550491333008,10
2025-11-07T13:45:11.971290,pg,lowest_voltages,6,382.14993476867676,10
2025-11-07T13:45:12.334073,pg,lowest_voltages,7,362.64657974243164,10
2025-11-07T13:45:12.697466,pg,lowest_voltages,8,363.2643222808838,10
2025-11-07T13:45:13.053158,pg,lowest_voltages,9,355.54003715515137,10
2025-11-07T13:45:13.410884,pg,lowest_voltages,10,357.60974884033203,10
