timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-07T13:43:18.031217,pg,avg_battery_voltage,1,316.85781478881836,1
2025-11-07T13:43:18.253018,pg,avg_battery_voltage,2,221.6634750366211,1
2025-11-07T13:43:18.474085,pg,avg_battery_voltage,3,220.91937065124512,1
2025-11-07T13:43:18.700539,pg,avg_battery_voltage,4,226.31311416625977,1
2025-11-07T13:43:18.922006,pg,avg_battery_voltage,5,221.33517265319824,1
2025-11-07T13:43:19.186106,pg,avg_battery_voltage,6,263.9651298522949,1
2025-11-07T13:43:19.413434,pg,avg_battery_voltage,7,227.18501091003418,1
2025-11-07T13:43:19.634180,pg,avg_battery_voltage,8,220.5963134765625,1
2025-11-07T13:43:19.865038,pg,avg_battery_voltage,9,230.71551322937012,1
2025-11-07T13:43:20.086146,pg,avg_battery_voltage,10,220.97539901733398,1
