timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-07T13:43:22.064973,pg,count_all_rows,1,198.33135604858398,1
2025-11-07T13:43:22.208603,pg,count_all_rows,2,143.4638500213623,1
2025-11-07T13:43:22.353662,pg,count_all_rows,3,144.90962028503418,1
2025-11-07T13:43:22.500452,pg,count_all_rows,4,146.64959907531738,1
2025-11-07T13:43:22.651398,pg,count_all_rows,5,150.79236030578613,1
2025-11-07T13:43:22.800808,pg,count_all_rows,6,149.24979209899902,1
2025-11-07T13:43:22.951171,pg,count_all_rows,7,150.21896362304688,1
2025-11-07T13:43:23.107960,pg,count_all_rows,8,156.63504600524902,1
2025-11-07T13:43:23.262908,pg,count_all_rows,9,154.81019020080566,1
2025-11-07T13:43:23.408815,pg,count_all_rows,10,145.77484130859375,1
