timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-08T15:45:11.042609,ts,downsample_pg_hour,1,235.8834743499756,24
2025-11-08T15:45:12.274213,ts,downsample_pg_hour,2,194.32950019836426,24
2025-11-08T15:45:13.444153,ts,downsample_pg_hour,3,180.4189682006836,24
2025-11-08T15:45:15.414700,ts,downsample_pg_hour,4,205.2018642425537,24
2025-11-08T15:45:16.871620,ts,downsample_pg_hour,5,202.7263641357422,24
2025-11-08T15:45:18.672884,ts,downsample_pg_hour,6,236.71960830688477,24
2025-11-08T15:45:19.944964,ts,downsample_pg_hour,7,284.1484546661377,24
2025-11-08T15:45:22.321830,ts,downsample_pg_hour,8,210.2792263031006,24
2025-11-08T15:45:24.590731,ts,downsample_pg_hour,9,211.91120147705078,24
2025-11-08T15:45:26.726449,ts,downsample_pg_hour,10,177.48022079467773,24
