timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-08T15:40:42.463835,pg,rolling_voltage_avg,1,879.3683052062988,5000
2025-11-08T15:40:44.295844,pg,rolling_voltage_avg,2,849.9336242675781,5000
2025-11-08T15:40:46.260615,pg,rolling_voltage_avg,3,856.7044734954834,5000
2025-11-08T15:40:48.094195,pg,rolling_voltage_avg,4,844.3198204040527,5000
2025-11-08T15:40:50.510983,pg,rolling_voltage_avg,5,990.7422065734863,5000
2025-11-08T15:40:52.710856,pg,rolling_voltage_avg,6,929.3537139892578,5000
2025-11-08T15:40:54.636331,pg,rolling_voltage_avg,7,914.8683547973633,5000
2025-11-08T15:40:56.603034,pg,rolling_voltage_avg,8,943.8693523406982,5000
2025-11-08T15:40:59.200172,pg,rolling_voltage_avg,9,1254.4243335723877,5000
2025-11-08T15:41:01.417315,pg,rolling_voltage_avg,10,910.9461307525635,5000
