timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-07T13:45:54.695485,ts,low_battery_warn,1,320.35040855407715,1
2025-11-07T13:45:54.965301,ts,low_battery_warn,2,269.6411609649658,1
2025-11-07T13:45:55.231383,ts,low_battery_warn,3,265.94066619873047,1
2025-11-07T13:45:55.494775,ts,low_battery_warn,4,263.2584571838379,1
2025-11-07T13:45:55.699692,ts,low_battery_warn,5,204.7886848449707,1
2025-11-07T13:45:55.906308,ts,low_battery_warn,6,206.47740364074707,1
2025-11-07T13:45:56.109048,ts,low_battery_warn,7,202.6078701019287,1
2025-11-07T13:45:56.314079,ts,low_battery_warn,8,204.88643646240234,1
2025-11-07T13:45:56.519345,ts,low_battery_warn,9,205.122709274292,1
2025-11-07T13:45:56.726799,ts,low_battery_warn,10,207.30185508728027,1
