timestamp,db,query_name,run_index,elapsed_ms,rowcount
2025-11-07T13:44:43.023973,pg,last_point_per_device,1,2209.6621990203857,200
2025-11-07T13:44:45.201644,pg,last_point_per_device,2,2177.5619983673096,200
2025-11-07T13:44:47.353481,pg,last_point_per_device,3,2151.747703552246,200
2025-11-07T13:44:49.488946,pg,last_point_per_device,4,2135.3611946105957,200
2025-11-07T13:44:51.695188,pg,last_point_per_device,5,2206.148862838745,200
2025-11-07T13:44:53.940392,pg,last_point_per_device,6,2245.1043128967285,200
2025-11-07T13:44:56.218340,pg,last_point_per_device,7,2277.860403060913,200
2025-11-07T13:44:58.477388,pg,last_point_per_device,8,2258.9635848999023,200
2025-11-07T13:45:00.667403,pg,last_point_per_device,9,2189.9139881134033,200
2025-11-07T13:45:02.866325,pg,last_point_per_device,10,2198.81272315979,200
